master id,isin name,factsheet link,prospectus link
140870,DE0008475021,https://doc.morningstar.com/Document/7cecaac993230dae7aaf56adb8b71922.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/2879985ffb1ff86a9c7261d4ac8bc7ac.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140871,GB0000796242,https://doc.morningstar.com/Document/0c5e10818054ae90896cba5f3e839c01.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/50488bb632b3bd6260f50f344f17d097.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140872,GB0000840719,https://doc.morningstar.com/Document/aff9eda5baabf43d0c39222d8947c968.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/cda2de3a63913286ef084ff89b0269e1.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140873,GB0030932676,https://doc.morningstar.com/Document/f3f6c0e06c06b4e68f0c827d28276d4b.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/66f65e06ab46f5de3b5dcb9030c26e08.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140874,GB00B01NJ778,https://doc.morningstar.com/Document/b4e9c00747a44a3078d54092e38b383f.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/2cb4c42762c7153197da65c28eda3fd9.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140875,HK0000055746,https://doc.morningstar.com/Document/c9a1516feb3012139377b6544773ba13.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/3bc0ab12decec476381df04a759bf6ae.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140876,HK0000055811,https://doc.morningstar.com/Document/f3e27aa6233d175e3361b4849ae9e1e5.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/3bc0ab12decec476381df04a759bf6ae.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
138024,HK0000081841,https://doc.morningstar.com/Document/5bc8d435da0a3eb29b6e608b0822aedc.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/9a4de679e13a6256872b63eaca1e866a.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140877,HK0000081874,https://doc.morningstar.com/Document/ea5c839dde989d6dae1fb2a863fdbb5d.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/9a4de679e13a6256872b63eaca1e866a.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
140878,HK0000081908,https://doc.morningstar.com/Document/1a82f2a93eeb22f783bf80dfedd6fb52.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004,https://doc.morningstar.com/Document/9a4de679e13a6256872b63eaca1e866a.msdoc?key=518310188c1ffc58da86dca01083a8740b02deb2148b2e80c33f169d78a84004
